SYMBOL, SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
L&TFINANCE, N8, 20-Jul-2021,1036.1,1040.1,1040.1,1040.1,1040.1,1040.1,1040.1,60,0.62,2,60,100
L&TFINANCE, NC, 20-Jul-2021,1060,1080,1080,1080,1080,1080,1080,150,1.62,4,150,100
L&TFINANCE, NG, 20-Jul-2021,1201.7,1180,1201.69,1180,1201.69,1201.32,1200.99,65,0.78,5,64,98.46
L&TFINANCE, NO, 20-Jul-2021,1066.16,1084,1084,1084,1084,1084,1084,10,0.11,1,10,100
L&TFINANCE, NQ, 20-Jul-2021,1015.01,1020.01,1020.01,1020.01,1020.01,1020.01,1020.01,2,0.02,1,2,100
L&TFINANCE, NY, 20-Jul-2021,1061,1058,1058,1057.25,1057.25,1057.25,1057.33,100,1.06,4,100,100
L&TFINANCE, Y1, 20-Jul-2021,1150.05,1150.05,1150.05,1147.05,1147.05,1147.05,1148.5,124,1.42,3,124,100
L&TFINANCE, Y5, 20-Jul-2021,1083.01,1082,1082,1076,1076,1076,1079.01,200,2.16,4,200,100
L&TFINANCE, Y7, 20-Jul-2021,1071,1070,1070,1065,1065,1065,1065.5,10,0.11,2,10,100
L&TFINANCE, Y9, 20-Jul-2021,1121.87,1111,1112,1111,1112,1111.98,1111.54,55,0.61,3,55,100
LAGNAM, SM, 20-Jul-2021,33.65,35.3,35.3,35.3,35.3,35.3,35.3,12000,4.24,3,12000,100
LAKPRE, BZ, 20-Jul-2021,4.95,4.75,4.85,4.75,4.8,4.8,4.78,3074,0.15,16, -, -
LALPATHLAB, EQ, 20-Jul-2021,3451.45,3438.25,3465,3362.5,3370,3370.95,3398.59,144665,4916.57,21436,66675,46.09
LAMBODHARA, BE, 20-Jul-2021,105.75,105.05,106,100.5,100.5,100.5,101.14,29424,29.76,344, -, -
LAOPALA, EQ, 20-Jul-2021,270.05,268.7,271.45,261.65,263.35,262.75,266.23,290129,772.4,3317,248553,85.67
LASA, EQ, 20-Jul-2021,84.2,84.8,84.8,80.85,82,82.35,82.74,164537,136.13,3270,62075,37.73
LATTEYS, SM, 20-Jul-2021,57,59.3,59.3,57.8,57.8,57.8,58.3,6000,3.5,2,6000,100
LAURUSLABS, EQ, 20-Jul-2021,664.6,664.95,672.9,651.5,664.75,662.8,661.77,1831227,12118.44,38583,615084,33.59
LAXMICOT, SM, 20-Jul-2021,18.25,20.65,21.5,18.6,21.3,21.3,20.41,306000,62.46,49,240000,78.43
LAXMIMACH, EQ, 20-Jul-2021,7830.7,7895.35,7934,7720,7750,7779.45,7820.21,16832,1316.3,2999,10666,63.37
LCCINFOTEC, EQ, 20-Jul-2021,1.95,2,2,1.9,1.9,1.9,1.9,98506,1.88,124,97781,99.26
LEMONTREE, EQ, 20-Jul-2021,41.85,41.45,41.65,40.1,40.4,40.3,40.64,2655824,1079.45,12057,1263845,47.59
LFIC, EQ, 20-Jul-2021,80.85,80.8,82,78.4,82,79.85,79.73,1436,1.14,97,730,50.84
LGBBROSLTD, EQ, 20-Jul-2021,481.4,478.8,479.9,456,469.95,468.15,467.33,175667,820.95,8521,74107,42.19
LGBFORGE, BE, 20-Jul-2021,7.8,8,8,7.5,7.65,7.7,7.63,142840,10.89,276, -, -
LIBAS, EQ, 20-Jul-2021,72.1,73.5,73.65,71,72.1,72.6,72.61,308568,224.05,2134,120985,39.21
LIBERTSHOE, EQ, 20-Jul-2021,181.85,182,183.3,176,177.2,177.6,179.19,588218,1054.04,13620,192178,32.67
LICHSGFIN, EQ, 20-Jul-2021,460.75,460,461.3,452.4,453.05,453.65,456.37,1268081,5787.19,29755,427784,33.73
LICNETFGSC, EQ, 20-Jul-2021,21.9,22.09,22.09,21.86,22.05,21.91,21.99,3314,0.73,86,2664,80.39
LICNETFN50, EQ, 20-Jul-2021,203,202.99,202.99,202.99,202.99,202.99,202.99,87,0.18,14,87,100
LICNETFSEN, EQ, 20-Jul-2021,560.24,560.07,564,556.6,556.62,557.83,559.21,95,0.53,71,58,61.05
LICNFNHGP, EQ, 20-Jul-2021,162.65,165,165,161.07,161.51,161.6,162.56,238,0.39,33,158,66.39
LIKHITHA, EQ, 20-Jul-2021,409.45,407.55,412,398.6,403,402.55,405.78,221864,900.27,8781,46994,21.18
LINCOLN, EQ, 20-Jul-2021,358.6,355.1,360,346.25,353.5,355.65,353.97,225150,796.96,8463,70184,31.17
LINCPEN, EQ, 20-Jul-2021,204.3,203.95,203.95,194.1,194.1,194.65,195.92,24080,47.18,335,21337,88.61
LINDEINDIA, EQ, 20-Jul-2021,1663.9,1680,1719,1564.1,1690.1,1694.6,1679.61,95693,1607.27,10734,24197,25.29
LIQUIDBEES, EQ, 20-Jul-2021,1000,1003.4,1003.4,999.51,1000.01,1000,1000,916354,9163.57,4999,818944,89.37
LIQUIDETF, EQ, 20-Jul-2021,1000,999.99,1000.01,999.99,1000,1000,1000,12120,121.2,51,10052,82.94
LODHA, EQ, 20-Jul-2021,831.8,831.5,835.55,788,792.2,793.2,804.93,384553,3095.39,15964,132100,34.35
LOKESHMACH, EQ, 20-Jul-2021,46.25,46,47.8,45,45.3,45.35,45.89,16302,7.48,126,12714,77.99
LOTUSEYE, BE, 20-Jul-2021,48.85,48.85,49.65,46.7,47,47,47.86,6671,3.19,77, -, -
LOVABLE, EQ, 20-Jul-2021,120.75,121.05,123,114.75,116.8,116.9,117.74,24291,28.6,791,17669,72.74
LPDC, BE, 20-Jul-2021,5.45,5.3,5.7,5.2,5.7,5.7,5.57,128181,7.14,413, -, -
LSIL, BE, 20-Jul-2021,3.6,3.6,3.6,3.45,3.5,3.5,3.49,3412063,119.22,4022, -, -
LT, EQ, 20-Jul-2021,1609.6,1609.85,1622.65,1582,1588.7,1590.35,1598.87,1847026,29531.59,78585,736633,39.88
LTI, EQ, 20-Jul-2021,4379.6,4400,4461.15,4319,4346.5,4357.6,4389.05,424083,18613.21,34527,118846,28.02
LTTS, EQ, 20-Jul-2021,3398.5,3395,3434.95,3374,3398,3404.6,3411.11,506448,17275.51,36656,195196,38.54
LUMAXIND, EQ, 20-Jul-2021,1502.45,1502,1502,1468.9,1468.9,1477.2,1482.13,7293,108.09,1153,4738,64.97
LUMAXTECH, EQ, 20-Jul-2021,179.55,180.9,180.9,144,171.4,171.55,173.21,481680,834.3,12111,212872,44.19
LUPIN, EQ, 20-Jul-2021,1186.65,1191,1191.55,1166.5,1170.9,1174,1178.41,941996,11100.53,23519,427597,45.39
LUXIND, EQ, 20-Jul-2021,3670.45,3672,3718,3611.5,3714.95,3683,3651.17,87725,3202.99,4235,66953,76.32
LXCHEM, EQ, 20-Jul-2021,258.65,257.95,259.45,249.5,252.8,253,252.89,1391578,3519.22,27340,676437,48.61
LYKALABS, EQ, 20-Jul-2021,59.95,58.25,61.05,58.25,59.1,59.25,59.8,41859,25.03,345,30699,73.34
LYPSAGEMS, EQ, 20-Jul-2021,5.65,5.6,5.75,5.4,5.65,5.6,5.53,53561,2.96,183,33288,62.15
M&M, EQ, 20-Jul-2021,775.8,775,775.7,752.35,760,760.2,760.12,2179910,16569.92,78182,1130625,51.87
M&MFIN, EQ, 20-Jul-2021,156.85,156.85,157.4,152.5,153.9,153.65,154.39,4911790,7583.07,38882,1730212,35.23
M&MFIN, N1, 20-Jul-2021,1070.05,1060.05,1060.05,1055.5,1055.5,1055.69,1055.7,70,0.74,4,70,100
M&MFIN, N2, 20-Jul-2021,1100.25,1100,1100,1083.55,1083.55,1083.55,1084.38,105,1.14,4,105,100
M&MFIN, N3, 20-Jul-2021,1710,1690,1690,1690,1690,1690,1690,60,1.01,3,60,100
MAANALU, BE, 20-Jul-2021,401.35,410,410,381.3,395.95,385.3,390.83,23401,91.46,970, -, -
MACPOWER, EQ, 20-Jul-2021,155.55,158.7,158.7,147.8,149.95,149.45,151.74,36985,56.12,541,17375,46.98
MADHAV, EQ, 20-Jul-2021,65.75,65.25,66.7,63,65,64.6,64.66,55691,36.01,987,34952,62.76
MADHUCON, EQ, 20-Jul-2021,6.8,7.1,7.1,6.65,7.1,7.1,7,236884,16.58,511,213721,90.22
MADRASFERT, EQ, 20-Jul-2021,32.1,32.1,32.35,30.7,30.85,30.95,31.25,222500,69.54,1278,109234,49.09
MAESGETF, EQ, 20-Jul-2021,26.88,27.78,27.78,26.56,26.69,26.69,26.72,6978,1.86,82,4336,62.14
MAFANG, EQ, 20-Jul-2021,53.63,53.63,53.7,53.2,53.45,53.45,53.51,313604,167.82,3267,273656,87.26
MAGADSUGAR, EQ, 20-Jul-2021,343,354,354,326.4,334.2,329.95,334.18,52382,175.05,2284,24044,45.9
MAGMA, BE, 20-Jul-2021,152.05,154.8,154.8,144.45,144.45,144.45,145.96,489504,714.48,4613, -, -
MAGMA, N1, 20-Jul-2021,1015.05,1025,1025,1025,1025,1025,1025,25,0.26,1,25,100
MAGMA, N3, 20-Jul-2021,1029,1030,1030,1030,1030,1030,1030,5,0.05,1,5,100
MAHABANK, EQ, 20-Jul-2021,23.95,24,24,23.25,23.65,23.65,23.62,2755787,650.79,7137,1218691,44.22
MAHAPEXLTD, BE, 20-Jul-2021,120,117.6,120,116,118,116.1,116.31,2228,2.59,35, -, -
MAHASTEEL, EQ, 20-Jul-2021,88.55,89.95,90.85,86.6,88.6,86.85,88.01,22402,19.72,418,17509,78.16
MAHEPC, EQ, 20-Jul-2021,165.65,165.6,167.3,161,164,163.45,163.51,175493,286.94,8272,47933,27.31
MAHESHWARI, EQ, 20-Jul-2021,110.75,112.45,112.45,106,109,108.8,108.59,31224,33.91,819,17178,55.02
MAHINDCIE, EQ, 20-Jul-2021,246.95,252.4,252.4,231.15,238,239.75,238.81,555346,1326.2,11693,134354,24.19
MAHLIFE, EQ, 20-Jul-2021,680.4,686.8,686.8,651.8,673.5,667.7,670.16,60789,407.38,3286,35894,59.05
MAHLOG, EQ, 20-Jul-2021,580.05,589.9,590,558.95,568,567.15,571.34,58302,333.1,5601,23839,40.89
MAHSCOOTER, EQ, 20-Jul-2021,3789.7,3770,3804.95,3701.25,3735,3736.7,3743.81,2261,84.65,657,1223,54.09
MAHSEAMLES, EQ, 20-Jul-2021,311,312.6,314.85,301.5,301.95,303,306.47,146708,449.61,4854,89133,60.76
MAITHANALL, EQ, 20-Jul-2021,1021,1030,1030,1002.45,1007.3,1007.95,1014.23,90393,916.79,5769,44019,48.7
MAJESCO, EQ, 20-Jul-2021,90.4,90.5,91.4,88.6,90.3,89.95,90.1,146055,131.59,2999,86873,59.48
MALUPAPER, EQ, 20-Jul-2021,35.85,36.4,36.4,35.05,35.15,35.2,35.49,57297,20.34,743,34083,59.48
MAN50ETF, EQ, 20-Jul-2021,161.94,161.75,161.78,160.25,160.77,160.79,160.84,19778,31.81,115,19517,98.68
MANAKALUCO, EQ, 20-Jul-2021,18.35,18.35,18.35,17.55,18.2,18.05,17.97,37133,6.67,215,31072,83.68
MANAKCOAT, EQ, 20-Jul-2021,14.2,14.5,14.5,13.7,14.1,14.1,13.98,47380,6.62,240,24448,51.6
MANAKSIA, EQ, 20-Jul-2021,69.3,69.3,70.5,66.5,68.4,68.25,68.17,119759,81.64,2079,61511,51.36
MANAKSTEEL, EQ, 20-Jul-2021,35.1,35.15,35.7,33.35,33.35,33.35,33.73,111644,37.65,570,78620,70.42
MANALIPETC, BE, 20-Jul-2021,82.05,83,83.95,79.05,81.95,81.75,82.11,566124,464.83,5129, -, -
MANAPPURAM, EQ, 20-Jul-2021,186.2,186,186.25,181.7,182.3,182.85,183.59,3530964,6482.43,20794,1449692,41.06
MANAV, SM, 20-Jul-2021,6.15,6.45,6.45,6.45,6.45,6.45,6.45,8000,0.52,2,8000,100
MANGALAM, EQ, 20-Jul-2021,165.1,168.5,173.95,162.9,166.5,165.05,169.49,445518,755.09,10706,141958,31.86
MANGCHEFER, EQ, 20-Jul-2021,86.6,86.6,87.7,82,84,83.8,84.47,531512,448.99,7470,263891,49.65
MANGLMCEM, EQ, 20-Jul-2021,417.45,425,459.3,420.05,437,435.45,444.66,1370860,6095.62,39445,333117,24.3
MANINDS, EQ, 20-Jul-2021,122.15,123,124.15,117.2,120.25,120.95,121.35,796976,967.14,9802,378922,47.54
MANINFRA, EQ, 20-Jul-2021,62.35,62.8,63.65,58.75,60.85,61.15,60.89,2503451,1524.45,8574,1046042,41.78
MANUGRAPH, EQ, 20-Jul-2021,14.75,14.8,14.8,14.1,14.1,14.2,14.28,15408,2.2,55,13523,87.77
MANXT50, EQ, 20-Jul-2021,388.72,388.14,388.14,383.26,385,386.06,384.76,3453,13.29,69,2677,77.53
MARALOVER, EQ, 20-Jul-2021,64.15,68,70.55,63.25,70.55,70.55,69.06,698341,482.24,6166,413440,59.2
MARATHON, EQ, 20-Jul-2021,92.45,93.6,93.6,87.85,87.85,87.85,89.41,108780,97.26,1144,85109,78.24
MARICO, EQ, 20-Jul-2021,526,528.4,533.65,525.85,530.95,529.9,530.52,1730588,9181.03,33348,661256,38.21
MARINE, EQ, 20-Jul-2021,56.45,56.45,56.95,54.05,54.7,54.6,54.89,1232723,676.6,6836,556222,45.12
MARKSANS, EQ, 20-Jul-2021,88.45,89.3,90.5,86,86.95,86.9,88.1,3260602,2872.65,18252,1200621,36.82
MARSHALL, SM, 20-Jul-2021,29.4,30.85,30.85,27.95,29.25,29.25,29.91,114000,34.1,31,78000,68.42
MARUTI, EQ, 20-Jul-2021,7165.55,7180,7265,7144.45,7220,7232.7,7203.49,413816,29809.19,52165,142420,34.42
MASFIN, EQ, 20-Jul-2021,868.9,871.35,900.5,847,859,862.6,884.67,89734,793.85,6650,27044,30.14
MASKINVEST, BE, 20-Jul-2021,34.8,36.5,36.5,33.1,33.1,33.1,33.17,818,0.27,16, -, -
MASTEK, EQ, 20-Jul-2021,2491.25,2567.9,2599,2482,2491,2497.55,2531.88,505141,12789.59,38956,152626,30.21
MATRIMONY, EQ, 20-Jul-2021,1094.85,1076,1100.15,1052.35,1065,1073.95,1071.25,22359,239.52,2830,9062,40.53
MAWANASUG, BE, 20-Jul-2021,105.7,107.8,107.8,100.5,103.45,102.05,103.16,105611,108.95,967, -, -
MAXHEALTH, EQ, 20-Jul-2021,267,269.2,271.15,256.95,257,259.45,261.51,576625,1507.92,15084,306534,53.16
MAXIND, EQ, 20-Jul-2021,72.2,71.8,72.35,70.75,71.1,71.15,71.49,307799,220.06,1872,204238,66.35
MAXVIL, EQ, 20-Jul-2021,80.85,81.7,81.7,76.1,77.8,77.5,78.56,520755,409.13,9138,168701,32.4
MAYURUNIQ, EQ, 20-Jul-2021,502.15,509.15,509.15,485.65,492,490.55,491.72,59073,290.47,4712,34925,59.12
MAZDA, EQ, 20-Jul-2021,604.55,616.6,616.6,588,596,593.3,597.37,5771,34.47,620,3025,52.42
MAZDOCK, EQ, 20-Jul-2021,257.95,259.4,261.6,250.45,253.6,253,255.01,747141,1905.29,10786,255709,34.22
MBAPL, EQ, 20-Jul-2021,124.15,125.05,126,122.45,123,123.05,123.69,2231,2.76,65,1806,80.95
MBECL, BE, 20-Jul-2021,12.85,12.8,12.8,12.25,12.25,12.25,12.27,53901,6.61,164, -, -
MBLINFRA, EQ, 20-Jul-2021,24,23.8,25.2,23.05,23.9,23.85,24.13,149644,36.11,510,99738,66.65
MCDHOLDING, EQ, 20-Jul-2021,58.55,56.45,58.25,55.75,57.65,57.35,57.16,24409,13.95,210,17421,71.37
MCDOWELL-N, EQ, 20-Jul-2021,659.95,659.5,664.95,649.3,653.9,653.65,656.71,1097891,7209.94,34307,300355,27.36
MCL, EQ, 20-Jul-2021,64.1,64.1,64.75,62,62.25,62.1,62.84,102258,64.26,910,63226,61.83
MCLEODRUSS, EQ, 20-Jul-2021,34.7,34.6,35.3,33,33,33,33.56,375065,125.87,1106,281440,75.04
MCX, EQ, 20-Jul-2021,1777.7,1780,1795,1702.25,1705,1712.7,1740.33,690121,12010.38,38719,219547,31.81
MEGASOFT, BE, 20-Jul-2021,15.9,16.5,16.6,15.15,16.1,16,15.9,328299,52.19,798, -, -
MELSTAR, BZ, 20-Jul-2021,3.45,3.3,3.5,3.3,3.3,3.3,3.32,9324,0.31,21, -, -
MENONBE, EQ, 20-Jul-2021,81.5,82.35,83.5,77.8,83,82.4,80.88,185544,150.07,4676,120379,64.88
MEP, EQ, 20-Jul-2021,26.05,26.45,26.75,23.55,24.2,24.15,24.95,575162,143.53,2071,378205,65.76
MERCATOR, BE, 20-Jul-2021,2.9,3,3,3,3,3,3,506743,15.2,253, -, -
METALFORGE, BZ, 20-Jul-2021,7.8,8.1,8.15,7.55,8,8,7.97,30275,2.41,110, -, -
METROPOLIS, EQ, 20-Jul-2021,2803.35,2826.5,2881.9,2796.2,2801,2805.9,2839.43,176727,5018.05,13881,42937,24.3
MFSL, EQ, 20-Jul-2021,1065,1067.75,1068.85,1035.1,1047.4,1047.75,1048.48,286154,3000.26,9868,101744,35.56
MGEL, EQ, 20-Jul-2021,57.05,56.7,56.7,53.45,53.7,54.3,54.77,34985,19.16,295,29232,83.56
MGL, EQ, 20-Jul-2021,1148.75,1143,1156,1128.15,1134,1131.8,1139.9,265913,3031.14,14724,93038,34.99
MHHL, SM, 20-Jul-2021,27.05,26.9,26.9,26.85,26.85,26.85,26.88,6000,1.61,2,3000,50
MHRIL, EQ, 20-Jul-2021,313.6,311,314.7,298.25,303.25,304.55,304.17,471030,1432.73,10564,144003,30.57
MIDHANI, EQ, 20-Jul-2021,198.35,199.65,199.65,194.05,194.75,194.7,195.78,324705,635.72,6841,164855,50.77
MINDACORP, EQ, 20-Jul-2021,138.8,138,138.75,130,132.55,133.9,134.89,524106,706.98,6680,235054,44.85
MINDAIND, EQ, 20-Jul-2021,723.95,729.9,737,695.1,722,718.95,715.99,399711,2861.89,12420,229212,57.34
MINDSPACE, RR, 20-Jul-2021,285.56,284.5,286.05,282.2,283.25,284.09,283.98,124200,352.7,377,103600,83.41
MINDTECK, EQ, 20-Jul-2021,96.15,99.1,100.95,91.35,93.85,93.8,95.37,212773,202.92,3078,119906,56.35
MINDTREE, EQ, 20-Jul-2021,2729.65,2740,2783.5,2705,2766,2762.95,2746.66,1071239,29423.33,51147,331224,30.92
MIRCELECTR, BE, 20-Jul-2021,22.55,22,22.95,21.45,21.45,21.45,21.62,398626,86.2,979, -, -
MIRZAINT, EQ, 20-Jul-2021,56.45,56.8,56.8,54.6,55.85,55.65,55.67,891234,496.18,4974,454276,50.97
MITCON, SM, 20-Jul-2021,39.5,41.45,41.45,41.45,41.45,41.45,41.45,66000,27.36,12,66000,100
MITTAL, EQ, 20-Jul-2021,11.85,12.4,12.4,11.8,12.1,12,12.19,296581,36.14,631,182110,61.4
MMFL, EQ, 20-Jul-2021,744.05,739,766.95,708.6,738,731.9,732.36,8085,59.21,761,5550,68.65
MMP, EQ, 20-Jul-2021,137.55,139.8,141.8,131.1,132.55,133.2,133.78,44785,59.92,1297,25861,57.74
MMTC, EQ, 20-Jul-2021,51.35,51.5,51.75,49.1,49.5,49.5,50.04,2943993,1473.07,11608,842017,28.6
MODIRUBBER, BE, 20-Jul-2021,72.7,72.8,72.8,70.6,72.4,71.75,71.71,1175,0.84,44, -, -
MODISNME, EQ, 20-Jul-2021,88.95,90.5,90.5,85.15,85.9,85.6,86.9,168966,146.82,3582,103246,61.1
MOGSEC, EQ, 20-Jul-2021,48.4,48.43,48.47,48.2,48.4,48.4,48.27,4369,2.11,26,4368,99.98
MOHITIND, BE, 20-Jul-2021,15.2,15.95,15.95,14.6,15,15.2,15.64,29762,4.65,110, -, -
MOHOTAIND, BE, 20-Jul-2021,9.75,9.8,9.9,9.4,9.85,9.8,9.74,25753,2.51,91, -, -
MOIL, EQ, 20-Jul-2021,185.7,184.7,186.65,178.8,180.15,180,182.17,554217,1009.6,11010,282051,50.89
MOKSH, EQ, 20-Jul-2021,26.55,27.3,27.3,26.25,27,26.95,26.72,1140563,304.73,894,795008,69.7
MOLDTECH, BE, 20-Jul-2021,99.15,98.8,99.15,94.5,96,95.75,96.25,54954,52.89,944, -, -
MOLDTEKPP, E1, 20-Jul-2021,385.95,393.95,394,379.2,382.5,391.8,389.91,644,2.51,415,160,24.84
MOLDTKPAC, EQ, 20-Jul-2021,521.55,522,524.25,500.35,512.95,512,511.31,47870,244.76,6055,21591,45.1
MOLDTKPAC, W1, 20-Jul-2021,331.4,331.4,367,331.4,366,366,338.14,1041,3.52,23,943,90.59
MOM100, EQ, 20-Jul-2021,29.16,29.55,29.55,28.51,28.67,28.55,28.71,204145,58.62,2616,135407,66.33
MOM50, EQ, 20-Jul-2021,156.24,155.95,155.95,153.95,154.84,153.98,154.72,1837,2.84,73,1757,95.65
MON100, EQ, 20-Jul-2021,107.95,107.75,108.28,107.3,107.8,107.71,107.72,427917,460.93,4999,310521,72.57
MONTECARLO, EQ, 20-Jul-2021,362.95,361.8,363.2,345.3,349,350.75,353.95,51433,182.05,2378,24724,48.07
MORARJEE, EQ, 20-Jul-2021,19.45,19.45,20,18.85,19.15,19,19.17,62672,12.01,437,39496,63.02
MOREPENLAB, EQ, 20-Jul-2021,67.35,66,67.4,64.6,65.75,65.55,65.83,1959696,1290.15,11646,1117740,57.04
MOTHERSUMI, EQ, 20-Jul-2021,244.65,243.9,243.9,237,238,237.9,239.38,7704445,18442.78,140894,4508457,58.52
MOTILALOFS, EQ, 20-Jul-2021,1098.7,1105,1133.95,1031.45,1054,1054.45,1065.79,1721557,18348.21,52587,302523,17.57
MOTOGENFIN, EQ, 20-Jul-2021,23.15,22.3,23.85,22,22,22,22.19,22006,4.88,88,17852,81.12
MPHASIS, EQ, 20-Jul-2021,2342.8,2345.05,2403.3,2266.8,2374.4,2368.5,2347.12,733341,17212.39,58507,252783,34.47
MPSLTD, EQ, 20-Jul-2021,626.7,627,635.9,599.95,614,611.95,613.61,14047,86.19,1717,8021,57.1
MPTODAY, SM, 20-Jul-2021,26.65,26.45,26.45,25.35,25.35,25.35,25.9,4000,1.04,2,4000,100
MRF, EQ, 20-Jul-2021,82236.3,82201,82700,81402,81570,81640.05,82063.69,7135,5855.24,4779,1621,22.72
MRO-TEK, EQ, 20-Jul-2021,33.3,32.9,34.1,32.2,34.1,34,33.53,6368,2.14,51,5954,93.5
MRPL, EQ, 20-Jul-2021,47.5,47.5,47.65,45,45.6,45.5,46.17,2229353,1029.37,11427,923568,41.43
MSPL, EQ, 20-Jul-2021,10.6,10.95,10.95,10.25,10.45,10.4,10.48,327820,34.34,415,272541,83.14
MSTCLTD, EQ, 20-Jul-2021,306.45,307.1,308.6,292.2,295.15,295.6,299.1,490349,1466.65,11168,237889,48.51
MTARTECH, EQ, 20-Jul-2021,1527.1,1538,1542,1476.35,1496.95,1496.2,1501.85,383233,5755.59,21930,117863,30.75
MTEDUCARE, EQ, 20-Jul-2021,9.55,9.25,9.7,9.1,9.1,9.15,9.24,158799,14.68,425,125336,78.93
MTNL, EQ, 20-Jul-2021,21.4,21.3,21.45,20.65,21.1,21.1,21.09,1619778,341.53,4217,980433,60.53
MUKANDLTD, EQ, 20-Jul-2021,143,147.3,147.3,135.85,138.4,137.85,138.22,65491,90.52,828,49627,75.78
MUKANDLTD, P1, 20-Jul-2021,5.95,5.55,6.05,5.55,6.05,5.95,5.61,352,0.02,9,352,100
MUKTAARTS, EQ, 20-Jul-2021,37.3,37.25,37.55,35.7,36.4,36.1,36.52,18764,6.85,379,10708,57.07
MUNJALAU, EQ, 20-Jul-2021,67.6,66.8,67.9,64.5,64.7,64.85,65.81,386529,254.38,5566,124910,32.32
MUNJALSHOW, EQ, 20-Jul-2021,150.25,150.45,153,146.3,147,147.8,150.1,201224,302.05,4915,97507,48.46
MURUDCERA, EQ, 20-Jul-2021,30.4,30.5,31.7,29.65,29.85,30,30.6,184462,56.44,1922,88402,47.92
MUTHOOTCAP, EQ, 20-Jul-2021,408.2,413,413,399.25,405,403,403.69,35178,142.01,2242,17894,50.87
MUTHOOTFIN, EQ, 20-Jul-2021,1541.85,1541.8,1547.9,1514,1524,1528.35,1529.96,380494,5821.39,19436,89473,23.51
NABARD, N2, 20-Jul-2021,1243.06,1238,1240,1237,1240,1240,1238.63,3932,48.7,32,3932,100
NACLIND, EQ, 20-Jul-2021,77.75,77.5,78.7,77.15,77.3,77.2,77.35,102089,78.97,827,81437,79.77
NAGAFERT, BE, 20-Jul-2021,18,17.1,18.4,17.1,17.1,17.1,17.13,1552305,265.84,1234, -, -
NAGREEKEXP, EQ, 20-Jul-2021,34.45,36.15,36.15,33,33.5,33.4,33.99,17303,5.88,166,9617,55.58
NAHARCAP, EQ, 20-Jul-2021,251.65,257,257,228.2,238,237.6,239.85,88436,212.11,5746,39859,45.07
NAHARINDUS, BE, 20-Jul-2021,112.85,115,117.9,107.25,112.8,111.25,109.8,93727,102.92,617, -, -
NAHARPOLY, EQ, 20-Jul-2021,212,213.5,213.7,197.05,202.9,202.15,203.72,99334,202.36,4224,48628,48.95
NAHARSPING, BE, 20-Jul-2021,322.1,334,334,306,324.9,324.95,316.83,100038,316.95,1255, -, -
NAM-INDIA, EQ, 20-Jul-2021,405.35,406.8,422.7,394.8,396.9,397.9,406.52,4010617,16303.9,50937,551614,13.75
NATCOPHARM, EQ, 20-Jul-2021,1089.3,1085.1,1090.65,1057.5,1073.1,1076.1,1072.76,261655,2806.93,11972,182412,69.71
NATHBIOGEN, EQ, 20-Jul-2021,375.7,375.7,376.5,362.85,371,367.25,369.21,30133,111.25,2646,18078,59.99
NATIONALUM, EQ, 20-Jul-2021,88.95,87.6,88.95,84.1,85.2,85.2,85.89,35149375,30189.31,69280,10480126,29.82
NATNLSTEEL, BE, 20-Jul-2021,3.8,3.65,3.7,3.65,3.7,3.7,3.67,2600,0.1,5, -, -
NAUKRI, EQ, 20-Jul-2021,5122.75,5140,5219.95,5066.95,5169.8,5190.7,5152.14,383996,19784,38600,111836,29.12
NAVINFLUOR, EQ, 20-Jul-2021,3885.25,3886,3899.9,3782.7,3825,3816,3827.72,115173,4408.49,13252,38468,33.4
NAVKARCORP, EQ, 20-Jul-2021,53.8,53.8,54.25,50,50.5,50.4,51.65,2080390,1074.48,11690,873735,42
NAVNETEDUL, EQ, 20-Jul-2021,97.5,98.55,98.55,94.65,96.8,96.45,96.47,347669,335.41,6234,147200,42.34
NAZARA, EQ, 20-Jul-2021,1921,1927,1937.6,1833.25,1849,1852.3,1878.02,301827,5668.37,22272,111438,36.92
NBCC, EQ, 20-Jul-2021,52.4,52.5,52.8,50.55,51.25,51.15,51.36,8154645,4188.15,31291,3212786,39.4
NBIFIN, EQ, 20-Jul-2021,2267.25,2250.1,2300,2245.35,2251.05,2284.25,2268.06,321,7.28,77,229,71.34
NBVENTURES, EQ, 20-Jul-2021,119.4,120,123.45,111.55,112.95,113.25,115.55,2287795,2643.45,22263,1028965,44.98
NCC, EQ, 20-Jul-2021,92.1,91.85,92.65,87.2,87.4,87.55,88.8,5035096,4471.27,25511,2622725,52.09
NCLIND, EQ, 20-Jul-2021,259.5,263.45,270,257.05,264.95,265.25,265.71,640014,1700.59,18066,286115,44.7
NCPSESDL24, EQ, 20-Jul-2021,105.15,105.12,105.19,105.07,105.19,105.18,105.15,178,0.19,12,171,96.07
NDGL, BE, 20-Jul-2021,1666.75,1716.75,1716.75,1631,1631,1631.45,1658.03,151,2.5,42, -, -
NDL, EQ, 20-Jul-2021,66.95,69,70.25,63.65,70.25,70.25,67.29,203188,136.73,1253,142223,70
NDRAUTO, BE, 20-Jul-2021,370.55,353,369,352.05,357,357.65,354.54,7848,27.82,209, -, -
